full_text,text_clean,token,text_normalized,stop,stemmed,polarity,stemmed_text
@elyseptian @18fesss Udah kek jual beli speaker bekas di Facebook Aku bisanya cod besok kalo ada yg duluan silahkan Serius ga nih jadi cod sekarang atau engga? ,udah kek jual beli speaker bekas di facebook aku bisanya cod besok kalo ada yg duluan silahkan serius ga nih jadi cod sekarang atau engga,"['udah', 'kek', 'jual', 'beli', 'speaker', 'bekas', 'di', 'facebook', 'aku', 'bisanya', 'cod', 'besok', 'kalo', 'ada', 'yg', 'duluan', 'silahkan', 'serius', 'ga', 'nih', 'jadi', 'cod', 'sekarang', 'atau', 'engga']",sudah seperti jual beli speaker bekas di facebook saya bisanya cod besok kalaupun ada yang duluan silahkan serius tidak ini jadi cod sekarang atau engga,"['jual', 'beli', 'speaker', 'bekas', 'facebook', 'bisanya', 'cod', 'besok', 'kalaupun', 'duluan', 'silahkan', 'serius', 'jadi', 'cod', 'sekarang', 'engga']","['jual', 'beli', 'speaker', 'bekas', 'facebook', 'bisa', 'cod', 'besok', 'kalaupun', 'duluan', 'silah', 'serius', 'jadi', 'cod', 'sekarang', 'engga']",positive,jual beli speaker bekas facebook bisa cod besok kalaupun duluan silah serius jadi cod sekarang engga
@acheory Saran aja kak kalo mau beli mending lewat rekber ecommerce atau di facebook jadi bisa sesuaikan dgn lokasi kaka terus bisa cod jadi lebih aman.,saran aja kak kalo mau beli mending lewat rekber ecommerce atau di facebook jadi bisa sesuaikan dgn lokasi kaka terus bisa cod jadi lebih aman,"['saran', 'aja', 'kak', 'kalo', 'mau', 'beli', 'mending', 'lewat', 'rekber', 'ecommerce', 'atau', 'di', 'facebook', 'jadi', 'bisa', 'sesuaikan', 'dgn', 'lokasi', 'kaka', 'terus', 'bisa', 'cod', 'jadi', 'lebih', 'aman']",saran saja kak kalaupun mau beli mending lewat rekber ecommerce atau di facebook jadi bisa sesuaikan dengan lokasi kaka terus bisa cod jadi lebih aman,"['saran', 'kak', 'kalaupun', 'mau', 'beli', 'mending', 'lewat', 'rekber', 'ecommerce', 'facebook', 'jadi', 'sesuaikan', 'lokasi', 'kaka', 'terus', 'cod', 'jadi', 'lebih', 'aman']","['saran', 'kak', 'kalaupun', 'mau', 'beli', 'mending', 'lewat', 'rekber', 'ecommerce', 'facebook', 'jadi', 'sesuai', 'lokasi', 'kaka', 'terus', 'cod', 'jadi', 'lebih', 'aman']",positive,saran kak kalaupun mau beli mending lewat rekber ecommerce facebook jadi sesuai lokasi kaka terus cod jadi lebih aman
Ajg gabut banget tadi bingung mau ngapain scroll scroll facebook ada jual motor vario murah langsung cod eh kebeli wkwkwkw,ajg gabut banget tadi bingung mau ngapain scroll scroll facebook ada jual motor vario murah langsung cod eh kebeli wkwkwkw,"['ajg', 'gabut', 'banget', 'tadi', 'bingung', 'mau', 'ngapain', 'scroll', 'scroll', 'facebook', 'ada', 'jual', 'motor', 'vario', 'murah', 'langsung', 'cod', 'eh', 'kebeli', 'wkwkwkw']",ajg gabut banget tadi bingung mau ngapain scroll scroll facebook ada jual motor vario murah langsung cod eh kebeli wkwkwkw,"['ajg', 'gabut', 'banget', 'tadi', 'bingung', 'mau', 'ngapain', 'scroll', 'scroll', 'facebook', 'jual', 'motor', 'vario', 'murah', 'langsung', 'cod', 'eh', 'kebeli', 'wkwkwkw']","['ajg', 'gabut', 'banget', 'tadi', 'bingung', 'mau', 'ngapain', 'scroll', 'scroll', 'facebook', 'jual', 'motor', 'vario', 'murah', 'langsung', 'cod', 'eh', 'kebel', 'wkwkwkw']",positive,ajg gabut banget tadi bingung mau ngapain scroll scroll facebook jual motor vario murah langsung cod eh kebel wkwkwkw
Terimakasih Bang Charlie Bengkulu pembelian 2 Set Kaca Spion Truck Auman COD di Bengkel Djirin Variasi #spiontruksultan #spiontrukmodifikasi Threads : @mjrautopart Instagram : @mjrautopart Tiktok : @mjrautopart Facebook : @mjrautopart https://t.co/kAFWwGbFNW,terimakasih bang charlie bengkulu pembelian set kaca spion truck auman cod di bengkel djirin variasi threads instagram tiktok facebook,"['terimakasih', 'bang', 'charlie', 'bengkulu', 'pembelian', 'set', 'kaca', 'spion', 'truck', 'auman', 'cod', 'di', 'bengkel', 'djirin', 'variasi', 'threads', 'instagram', 'tiktok', 'facebook']",terima kasih abang charlie bengkulu pembelian set kaca spion truck auman cod di bengkel djirin variasi threads instagram tiktok facebook,"['terima', 'kasih', 'abang', 'charlie', 'bengkulu', 'pembelian', 'set', 'kaca', 'spion', 'truck', 'auman', 'cod', 'bengkel', 'djirin', 'variasi', 'threads', 'instagram', 'tiktok', 'facebook']","['terima', 'kasih', 'abang', 'charlie', 'bengkulu', 'beli', 'set', 'kaca', 'spion', 'truck', 'aum', 'cod', 'bengkel', 'djirin', 'variasi', 'threads', 'instagram', 'tiktok', 'facebook']",positive,terima kasih abang charlie bengkulu beli set kaca spion truck aum cod bengkel djirin variasi threads instagram tiktok facebook
@muh_jaddid @Widino @Rosalia_Ind Iya mas dituker sama tas berisi revisian skripsi orang wkwkwk tapi sebulan kemudian ketemu. Ada yg jual di facebook saya ajak cod bawa polisi. Alhamdulillah balik laptopnya tanpa harus bayar seminggu kemudian. Ada tlp dr counter hp iPad saya ada yg mau serhice untuk diunlock,iya mas dituker sama tas berisi revisian skripsi orang wkwkwk tapi sebulan kemudian ketemu ada yg jual di facebook saya ajak cod bawa polisi alhamdulillah balik laptopnya tanpa harus bayar seminggu kemudian ada tlp dr counter hp ipad saya ada yg mau serhice untuk diunlock,"['iya', 'mas', 'dituker', 'sama', 'tas', 'berisi', 'revisian', 'skripsi', 'orang', 'wkwkwk', 'tapi', 'sebulan', 'kemudian', 'ketemu', 'ada', 'yg', 'jual', 'di', 'facebook', 'saya', 'ajak', 'cod', 'bawa', 'polisi', 'alhamdulillah', 'balik', 'laptopnya', 'tanpa', 'harus', 'bayar', 'seminggu', 'kemudian', 'ada', 'tlp', 'dr', 'counter', 'hp', 'ipad', 'saya', 'ada', 'yg', 'mau', 'serhice', 'untuk', 'diunlock']",iya mas dituker sama tas berisi revisian skripsi orang wkwkwk tapi sebulan kemudian ketemu ada yang jual di facebook saya ajak cod bawa polisi alhamdulillah balik laptopnya tanpa harus bayar seminggu kemudian ada tlp dari counter hp ipad saya ada yang mau serhice untuk diunlock,"['iya', 'mas', 'dituker', 'sama', 'tas', 'berisi', 'revisian', 'skripsi', 'orang', 'wkwkwk', 'sebulan', 'kemudian', 'ketemu', 'jual', 'facebook', 'ajak', 'cod', 'bawa', 'polisi', 'alhamdulillah', 'balik', 'laptopnya', 'bayar', 'seminggu', 'kemudian', 'tlp', 'counter', 'hp', 'ipad', 'mau', 'serhice', 'diunlock']","['iya', 'mas', 'dituker', 'sama', 'tas', 'isi', 'revisi', 'skripsi', 'orang', 'wkwkwk', 'bulan', 'kemudian', 'ketemu', 'jual', 'facebook', 'ajak', 'cod', 'bawa', 'polisi', 'alhamdulillah', 'balik', 'laptop', 'bayar', 'minggu', 'kemudian', 'tlp', 'counter', 'hp', 'ipad', 'mau', 'serhice', 'diunlock']",positive,iya mas dituker sama tas isi revisi skripsi orang wkwkwk bulan kemudian ketemu jual facebook ajak cod bawa polisi alhamdulillah balik laptop bayar minggu kemudian tlp counter hp ipad mau serhice diunlock
@Widino @inipriyanggaaa Coba cari barangnya di grup Facebook jual beli Laptop/HP di sekitar area kejadian kak. Trus kalo misal ketemu barangnya segera diajak tawar menawar dan lapor ke polsek terdekat. Ntar COD aja sambil bawa polisi kak. Cara ini berhasil di temenku yg laptopnya diambil di bis juga,coba cari barangnya di grup facebook jual beli laptophp di sekitar area kejadian kak trus kalo misal ketemu barangnya segera diajak tawar menawar dan lapor ke polsek terdekat ntar cod aja sambil bawa polisi kak cara ini berhasil di temenku yg laptopnya diambil di bis juga,"['coba', 'cari', 'barangnya', 'di', 'grup', 'facebook', 'jual', 'beli', 'laptophp', 'di', 'sekitar', 'area', 'kejadian', 'kak', 'trus', 'kalo', 'misal', 'ketemu', 'barangnya', 'segera', 'diajak', 'tawar', 'menawar', 'dan', 'lapor', 'ke', 'polsek', 'terdekat', 'ntar', 'cod', 'aja', 'sambil', 'bawa', 'polisi', 'kak', 'cara', 'ini', 'berhasil', 'di', 'temenku', 'yg', 'laptopnya', 'diambil', 'di', 'bis', 'juga']",coba cari barangnya di grup facebook jual beli laptophp di sekitar area kejadian kak terus kalaupun misal ketemu barangnya segera diajak tawar menawar dan lapor ke polsek terdekat nanti cod saja sambil bawa polisi kak cara ini berhasil di temenku yang laptopnya diambil di bis juga,"['coba', 'cari', 'barangnya', 'grup', 'facebook', 'jual', 'beli', 'laptophp', 'area', 'kejadian', 'kak', 'terus', 'kalaupun', 'misal', 'ketemu', 'barangnya', 'segera', 'diajak', 'tawar', 'menawar', 'lapor', 'polsek', 'terdekat', 'cod', 'bawa', 'polisi', 'kak', 'cara', 'berhasil', 'temenku', 'laptopnya', 'diambil', 'bis']","['coba', 'cari', 'barang', 'grup', 'facebook', 'jual', 'beli', 'laptophp', 'area', 'jadi', 'kak', 'terus', 'kalaupun', 'misal', 'ketemu', 'barang', 'segera', 'ajak', 'tawar', 'tawar', 'lapor', 'polsek', 'dekat', 'cod', 'bawa', 'polisi', 'kak', 'cara', 'hasil', 'temenku', 'laptop', 'ambil', 'bis']",positive,coba cari barang grup facebook jual beli laptophp area jadi kak terus kalaupun misal ketemu barang segera ajak tawar tawar lapor polsek dekat cod bawa polisi kak cara hasil temenku laptop ambil bis
Terimakasih Bang satrio Lukita Cargo pembelian 1 Set Bumper Hino 500 New COD Betungan Bengkulu + Langsung Pasang ditunggu spionnya #spiontruksultan #spiontrukmodifikasi Threads : @mjrautopart Instagram : @mjrautopart Tiktok : @mjrautopart Facebook : @mjrautopart https://t.co/kvEmVufPEg,terimakasih bang satrio lukita cargo pembelian set bumper hino new cod betungan bengkulu langsung pasang ditunggu spionnya threads instagram tiktok facebook,"['terimakasih', 'bang', 'satrio', 'lukita', 'cargo', 'pembelian', 'set', 'bumper', 'hino', 'new', 'cod', 'betungan', 'bengkulu', 'langsung', 'pasang', 'ditunggu', 'spionnya', 'threads', 'instagram', 'tiktok', 'facebook']",terima kasih abang satrio lukita cargo pembelian set bumper hino new cod betungan bengkulu langsung pasang ditunggu spionnya threads instagram tiktok facebook,"['terima', 'kasih', 'abang', 'satrio', 'lukita', 'cargo', 'pembelian', 'set', 'bumper', 'hino', 'new', 'cod', 'betungan', 'bengkulu', 'langsung', 'pasang', 'ditunggu', 'spionnya', 'threads', 'instagram', 'tiktok', 'facebook']","['terima', 'kasih', 'abang', 'satrio', 'lukita', 'cargo', 'beli', 'set', 'bumper', 'hino', 'new', 'cod', 'betung', 'bengkulu', 'langsung', 'pasang', 'tunggu', 'spion', 'threads', 'instagram', 'tiktok', 'facebook']",positive,terima kasih abang satrio lukita cargo beli set bumper hino new cod betung bengkulu langsung pasang tunggu spion threads instagram tiktok facebook
Facebook Marketplace sarangnya penipu dan maling. Udah banyak banget korban. Jual-beli barang puluhan juta gitu mah mending di marketplace yang terima transferan uangnya sebagai penengah. COD riskan banget. Belum lagi skema penipuan segitiga buset banyak bener itu korbannya.,facebook marketplace sarangnya penipu dan maling udah banyak banget korban jualbeli barang puluhan juta gitu mah mending di marketplace yang terima transferan uangnya sebagai penengah cod riskan banget belum lagi skema penipuan segitiga buset banyak bener itu korbannya,"['facebook', 'marketplace', 'sarangnya', 'penipu', 'dan', 'maling', 'udah', 'banyak', 'banget', 'korban', 'jualbeli', 'barang', 'puluhan', 'juta', 'gitu', 'mah', 'mending', 'di', 'marketplace', 'yang', 'terima', 'transferan', 'uangnya', 'sebagai', 'penengah', 'cod', 'riskan', 'banget', 'belum', 'lagi', 'skema', 'penipuan', 'segitiga', 'buset', 'banyak', 'bener', 'itu', 'korbannya']",facebook marketplace sarangnya penipu dan maling sudah banyak banget korban jualbeli barang puluhan juta begitu mah mending di marketplace yang terima transferan uangnya sebagai penengah cod riskan banget belum lagi skema penipuan segitiga buset banyak benar itu korbannya,"['facebook', 'marketplace', 'sarangnya', 'penipu', 'maling', 'banyak', 'banget', 'korban', 'jualbeli', 'barang', 'puluhan', 'juta', 'mah', 'mending', 'marketplace', 'terima', 'transferan', 'uangnya', 'penengah', 'cod', 'riskan', 'banget', 'skema', 'penipuan', 'segitiga', 'buset', 'banyak', 'benar', 'korbannya']","['facebook', 'marketplace', 'sarang', 'tipu', 'maling', 'banyak', 'banget', 'korban', 'jualbeli', 'barang', 'puluh', 'juta', 'mah', 'mending', 'marketplace', 'terima', 'transfer', 'uang', 'tengah', 'cod', 'riskan', 'banget', 'skema', 'tipu', 'segitiga', 'buset', 'banyak', 'benar', 'korban']",negative,facebook marketplace sarang tipu maling banyak banget korban jualbeli barang puluh juta mah mending marketplace terima transfer uang tengah cod riskan banget skema tipu segitiga buset banyak benar korban
@_aji_10 @PiplupStarlight Bang disini gue ga membenarkan pelaku tapi lu bodoh juga mau aja cod an kenapa ga dijual lagi ke ibox lebih resmi lu aman walau harganya turun gpp atau ga ke konter kenapa harus posting di facebook. Semoga masalahnya selesai bang,bang disini gue ga membenarkan pelaku tapi lu bodoh juga mau aja cod an kenapa ga dijual lagi ke ibox lebih resmi lu aman walau harganya turun gpp atau ga ke konter kenapa harus posting di facebook semoga masalahnya selesai bang,"['bang', 'disini', 'gue', 'ga', 'membenarkan', 'pelaku', 'tapi', 'lu', 'bodoh', 'juga', 'mau', 'aja', 'cod', 'an', 'kenapa', 'ga', 'dijual', 'lagi', 'ke', 'ibox', 'lebih', 'resmi', 'lu', 'aman', 'walau', 'harganya', 'turun', 'gpp', 'atau', 'ga', 'ke', 'konter', 'kenapa', 'harus', 'posting', 'di', 'facebook', 'semoga', 'masalahnya', 'selesai', 'bang']",abang disini aku tidak membenarkan pelaku tapi kamu bodoh juga mau saja cod an kenapa tidak dijual lagi ke ibox lebih resmi kamu aman walau harganya turun tidak apa atau tidak ke konter kenapa harus posting di facebook semoga masalahnya selesai abang,"['abang', 'disini', 'aku', 'membenarkan', 'pelaku', 'kamu', 'bodoh', 'mau', 'cod', 'an', 'dijual', 'ibox', 'lebih', 'resmi', 'kamu', 'aman', 'harganya', 'turun', 'apa', 'konter', 'posting', 'facebook', 'semoga', 'masalahnya', 'selesai', 'abang']","['abang', 'sini', 'aku', 'benar', 'laku', 'kamu', 'bodoh', 'mau', 'cod', 'an', 'jual', 'ibox', 'lebih', 'resmi', 'kamu', 'aman', 'harga', 'turun', 'apa', 'konter', 'posting', 'facebook', 'moga', 'masalah', 'selesai', 'abang']",negative,abang sini aku benar laku kamu bodoh mau cod an jual ibox lebih resmi kamu aman harga turun apa konter posting facebook moga masalah selesai abang
PAKET LIVE STREAMING TIKTOK YOUTIBE FACEBOOK COD PAKET SOUNCARD F999+ MICROPHONE M999 + LAMPU LIVE BULET + STAND KAKI 3 KABEL LENGKAP RP339.900 https://t.co/cIU7GTItOx (ke toko langsung) mampir Lihat lihat dulu semua barang : https://t.co/xBJyN83NoU,paket live streaming tiktok youtibe facebook cod paket souncard microphone lampu live bulet stand kaki kabel lengkap rp ke toko langsung mampir lihat lihat dulu semua barang,"['paket', 'live', 'streaming', 'tiktok', 'youtibe', 'facebook', 'cod', 'paket', 'souncard', 'microphone', 'lampu', 'live', 'bulet', 'stand', 'kaki', 'kabel', 'lengkap', 'rp', 'ke', 'toko', 'langsung', 'mampir', 'lihat', 'lihat', 'dulu', 'semua', 'barang']",paket live streaming tiktok youtibe facebook cod paket souncard microphone lampu live bulat stand kaki kabel lengkap rupiah ke toko langsung mampir lihat lihat dulu semua barang,"['paket', 'live', 'streaming', 'tiktok', 'youtibe', 'facebook', 'cod', 'paket', 'souncard', 'microphone', 'lampu', 'live', 'bulat', 'stand', 'kaki', 'kabel', 'lengkap', 'rupiah', 'toko', 'langsung', 'mampir', 'lihat', 'lihat', 'dulu', 'semua', 'barang']","['paket', 'live', 'streaming', 'tiktok', 'youtibe', 'facebook', 'cod', 'paket', 'souncard', 'microphone', 'lampu', 'live', 'bulat', 'stand', 'kaki', 'kabel', 'lengkap', 'rupiah', 'toko', 'langsung', 'mampir', 'lihat', 'lihat', 'dulu', 'semua', 'barang']",positive,paket live streaming tiktok youtibe facebook cod paket souncard microphone lampu live bulat stand kaki kabel lengkap rupiah toko langsung mampir lihat lihat dulu semua barang
Kalo mau jual barang di facebook pake metode COD itu harus pake aplikasi tambahan kah? Kalo iya aplikasi apa ya yang bagus?,kalo mau jual barang di facebook pake metode cod itu harus pake aplikasi tambahan kah kalo iya aplikasi apa ya yang bagus,"['kalo', 'mau', 'jual', 'barang', 'di', 'facebook', 'pake', 'metode', 'cod', 'itu', 'harus', 'pake', 'aplikasi', 'tambahan', 'kah', 'kalo', 'iya', 'aplikasi', 'apa', 'ya', 'yang', 'bagus']",kalaupun mau jual barang di facebook pakai metode cod itu harus pakai aplikasi tambahan kah kalaupun iya aplikasi apa ya yang bagus,"['kalaupun', 'mau', 'jual', 'barang', 'facebook', 'pakai', 'metode', 'cod', 'pakai', 'aplikasi', 'tambahan', 'kalaupun', 'iya', 'aplikasi', 'apa', 'bagus']","['kalaupun', 'mau', 'jual', 'barang', 'facebook', 'pakai', 'metode', 'cod', 'pakai', 'aplikasi', 'tambah', 'kalaupun', 'iya', 'aplikasi', 'apa', 'bagus']",negative,kalaupun mau jual barang facebook pakai metode cod pakai aplikasi tambah kalaupun iya aplikasi apa bagus
Perhatikan 6 Hal Ini Sebelum COD Beli HP Smartphone Bekas di Facebook https://t.co/jvfBXevZeG,perhatikan hal ini sebelum cod beli hp smartphone bekas di facebook,"['perhatikan', 'hal', 'ini', 'sebelum', 'cod', 'beli', 'hp', 'smartphone', 'bekas', 'di', 'facebook']",perhatikan hal ini sebelum cod beli hp smartphone bekas di facebook,"['perhatikan', 'cod', 'beli', 'hp', 'smartphone', 'bekas', 'facebook']","['perhati', 'cod', 'beli', 'hp', 'smartphone', 'bekas', 'facebook']",positive,perhati cod beli hp smartphone bekas facebook
@tsukaea Kalau ipad mini 6 worth sih setara iphone 13 soalnya chipsetnya. Kalau mau beli yang versi lain yang second aja di grup grup facebook biasanya banyak yang jual bu jadi makin murah cari yang mau cod tapi jangan cod sendirian/malem malem bawa temen/saudara kalau mau cod.,kalau ipad mini worth sih setara iphone soalnya chipsetnya kalau mau beli yang versi lain yang second aja di grup grup facebook biasanya banyak yang jual bu jadi makin murah cari yang mau cod tapi jangan cod sendirianmalem malem bawa temensaudara kalau mau cod,"['kalau', 'ipad', 'mini', 'worth', 'sih', 'setara', 'iphone', 'soalnya', 'chipsetnya', 'kalau', 'mau', 'beli', 'yang', 'versi', 'lain', 'yang', 'second', 'aja', 'di', 'grup', 'grup', 'facebook', 'biasanya', 'banyak', 'yang', 'jual', 'bu', 'jadi', 'makin', 'murah', 'cari', 'yang', 'mau', 'cod', 'tapi', 'jangan', 'cod', 'sendirianmalem', 'malem', 'bawa', 'temensaudara', 'kalau', 'mau', 'cod']",kalau ipad mini worth sih setara iphone soalnya chipsetnya kalau mau beli yang versi lain yang second saja di grup grup facebook biasanya banyak yang jual bu jadi makin murah cari yang mau cod tapi jangan cod sendirianmalem malem bawa temensaudara kalau mau cod,"['kalau', 'ipad', 'mini', 'worth', 'sih', 'setara', 'iphone', 'soalnya', 'chipsetnya', 'kalau', 'mau', 'beli', 'versi', 'second', 'grup', 'grup', 'facebook', 'biasanya', 'banyak', 'jual', 'bu', 'jadi', 'makin', 'murah', 'cari', 'mau', 'cod', 'jangan', 'cod', 'sendirianmalem', 'malem', 'bawa', 'temensaudara', 'kalau', 'mau', 'cod']","['kalau', 'ipad', 'mini', 'worth', 'sih', 'tara', 'iphone', 'soal', 'chipsetnya', 'kalau', 'mau', 'beli', 'versi', 'second', 'grup', 'grup', 'facebook', 'biasa', 'banyak', 'jual', 'bu', 'jadi', 'makin', 'murah', 'cari', 'mau', 'cod', 'jangan', 'cod', 'sendirianmalem', 'malem', 'bawa', 'temensaudara', 'kalau', 'mau', 'cod']",positive,kalau ipad mini worth sih tara iphone soal chipsetnya kalau mau beli versi second grup grup facebook biasa banyak jual bu jadi makin murah cari mau cod jangan cod sendirianmalem malem bawa temensaudara kalau mau cod
Terimakasih Bang Jaka Bengkulu pembelian 1 Set Kaca Spion Auman SL COD Hibrida Bengkulu #spiontruksultan #spiontrukmodifikasi Facebook : @mjrautopart Instagram : @mjrautopart Tiktok : @mjrautopart Threads : @mjrautopart https://t.co/J5p8zCz3AD,terimakasih bang jaka bengkulu pembelian set kaca spion auman sl cod hibrida bengkulu facebook instagram tiktok threads,"['terimakasih', 'bang', 'jaka', 'bengkulu', 'pembelian', 'set', 'kaca', 'spion', 'auman', 'sl', 'cod', 'hibrida', 'bengkulu', 'facebook', 'instagram', 'tiktok', 'threads']",terima kasih abang jaka bengkulu pembelian set kaca spion auman sl cod hibrida bengkulu facebook instagram tiktok threads,"['terima', 'kasih', 'abang', 'jaka', 'bengkulu', 'pembelian', 'set', 'kaca', 'spion', 'auman', 'sl', 'cod', 'hibrida', 'bengkulu', 'facebook', 'instagram', 'tiktok', 'threads']","['terima', 'kasih', 'abang', 'jaka', 'bengkulu', 'beli', 'set', 'kaca', 'spion', 'aum', 'sl', 'cod', 'hibrida', 'bengkulu', 'facebook', 'instagram', 'tiktok', 'threads']",positive,terima kasih abang jaka bengkulu beli set kaca spion aum sl cod hibrida bengkulu facebook instagram tiktok threads
@orenji0renjii @jeonlovyu @convomfs Better cari di OLX atau marketplace facebook kak banyak kok yang jual tablet seken tapi original. Pas cod ajak yang ngerti gadget.,better cari di olx atau marketplace facebook kak banyak kok yang jual tablet seken tapi original pas cod ajak yang ngerti gadget,"['better', 'cari', 'di', 'olx', 'atau', 'marketplace', 'facebook', 'kak', 'banyak', 'kok', 'yang', 'jual', 'tablet', 'seken', 'tapi', 'original', 'pas', 'cod', 'ajak', 'yang', 'ngerti', 'gadget']",better cari di olx atau marketplace facebook kak banyak kok yang jual tablet seken tapi original pas cod ajak yang ngerti gadget,"['better', 'cari', 'olx', 'marketplace', 'facebook', 'kak', 'banyak', 'kok', 'jual', 'tablet', 'seken', 'original', 'pas', 'cod', 'ajak', 'ngerti', 'gadget']","['better', 'cari', 'olx', 'marketplace', 'facebook', 'kak', 'banyak', 'kok', 'jual', 'tablet', 'ken', 'original', 'pas', 'cod', 'ajak', 'ngerti', 'gadget']",positive,better cari olx marketplace facebook kak banyak kok jual tablet ken original pas cod ajak ngerti gadget
@Jbongwon @sosmedkeras gara2 pernah ketahuan akun shopee sm toped skr dikonekin ke hp bini...jalan terakhir belinya kalo COD di marketplace facebook aja ,gara pernah ketahuan akun shopee sm toped skr dikonekin ke hp binijalan terakhir belinya kalo cod di marketplace facebook aja,"['gara', 'pernah', 'ketahuan', 'akun', 'shopee', 'sm', 'toped', 'skr', 'dikonekin', 'ke', 'hp', 'binijalan', 'terakhir', 'belinya', 'kalo', 'cod', 'di', 'marketplace', 'facebook', 'aja']",gara pernah ketahuan akun shopee sama toped sekarang dikonekin ke hp binijalan terakhir belinya kalaupun cod di marketplace facebook saja,"['gara', 'pernah', 'ketahuan', 'akun', 'shopee', 'sama', 'toped', 'sekarang', 'dikonekin', 'hp', 'binijalan', 'terakhir', 'belinya', 'kalaupun', 'cod', 'marketplace', 'facebook']","['gara', 'pernah', 'tahu', 'akun', 'shopee', 'sama', 'toped', 'sekarang', 'dikonekin', 'hp', 'binijalan', 'akhir', 'beli', 'kalaupun', 'cod', 'marketplace', 'facebook']",positive,gara pernah tahu akun shopee sama toped sekarang dikonekin hp binijalan akhir beli kalaupun cod marketplace facebook
@convomfs Kalau mau beli tablet yg 'asal murah' jgn sampe beli di seller yg bukan shopee mall. Atau cari aja di facebook siapa tau ada yg jual murah kan bisa COD dan bisa cek dulu kondisi barangnya sprti apa. Next time hati2 ya nder,kalau mau beli tablet yg asal murah jgn sampe beli di seller yg bukan shopee mall atau cari aja di facebook siapa tau ada yg jual murah kan bisa cod dan bisa cek dulu kondisi barangnya sprti apa next time hati ya nder,"['kalau', 'mau', 'beli', 'tablet', 'yg', 'asal', 'murah', 'jgn', 'sampe', 'beli', 'di', 'seller', 'yg', 'bukan', 'shopee', 'mall', 'atau', 'cari', 'aja', 'di', 'facebook', 'siapa', 'tau', 'ada', 'yg', 'jual', 'murah', 'kan', 'bisa', 'cod', 'dan', 'bisa', 'cek', 'dulu', 'kondisi', 'barangnya', 'sprti', 'apa', 'next', 'time', 'hati', 'ya', 'nder']",kalau mau beli tablet yang asal murah jangan sampai beli di seller yang bukan shopee mall atau cari saja di facebook siapa tahu ada yang jual murah kan bisa cod dan bisa cek dulu kondisi barangnya seperti apa selanjutnya time hati ya nder,"['kalau', 'mau', 'beli', 'tablet', 'asal', 'murah', 'jangan', 'beli', 'seller', 'bukan', 'shopee', 'mall', 'cari', 'facebook', 'siapa', 'tahu', 'jual', 'murah', 'kan', 'cod', 'cek', 'dulu', 'kondisi', 'barangnya', 'apa', 'selanjutnya', 'time', 'hati', 'nder']","['kalau', 'mau', 'beli', 'tablet', 'asal', 'murah', 'jangan', 'beli', 'seller', 'bukan', 'shopee', 'mall', 'cari', 'facebook', 'siapa', 'tahu', 'jual', 'murah', 'kan', 'cod', 'cek', 'dulu', 'kondisi', 'barang', 'apa', 'lanjut', 'time', 'hati', 'nder']",positive,kalau mau beli tablet asal murah jangan beli seller bukan shopee mall cari facebook siapa tahu jual murah kan cod cek dulu kondisi barang apa lanjut time hati nder
@karawangfessnew marketplace facebook der gua jual beli hp drone disana yg penting berani COD,marketplace facebook der gua jual beli hp drone disana yg penting berani cod,"['marketplace', 'facebook', 'der', 'gua', 'jual', 'beli', 'hp', 'drone', 'disana', 'yg', 'penting', 'berani', 'cod']",marketplace facebook der saya jual beli hp drone disana yang penting berani cod,"['marketplace', 'facebook', 'der', 'jual', 'beli', 'hp', 'drone', 'disana', 'penting', 'berani', 'cod']","['marketplace', 'facebook', 'der', 'jual', 'beli', 'hp', 'drone', 'sana', 'penting', 'berani', 'cod']",positive,marketplace facebook der jual beli hp drone sana penting berani cod
Terimakasih Bang Wahyu MKB Bengkulu pembelian 2 Set Kaca Spion Auman SL COD Simpang Nakau Lanjut trus ya bang #spiontruksultan #spiontrukmodifikasi Facebook : @mjrautopart Instagram : @mjrautopart Tiktok : @mjrautopart Threads : @mjrautopart https://t.co/D9O23L8p2m,terimakasih bang wahyu mkb bengkulu pembelian set kaca spion auman sl cod simpang nakau lanjut trus ya bang facebook instagram tiktok threads,"['terimakasih', 'bang', 'wahyu', 'mkb', 'bengkulu', 'pembelian', 'set', 'kaca', 'spion', 'auman', 'sl', 'cod', 'simpang', 'nakau', 'lanjut', 'trus', 'ya', 'bang', 'facebook', 'instagram', 'tiktok', 'threads']",terima kasih abang wahyu mkb bengkulu pembelian set kaca spion auman sl cod simpang nakau lanjut terus ya abang facebook instagram tiktok threads,"['terima', 'kasih', 'abang', 'wahyu', 'mkb', 'bengkulu', 'pembelian', 'set', 'kaca', 'spion', 'auman', 'sl', 'cod', 'simpang', 'nakau', 'lanjut', 'terus', 'abang', 'facebook', 'instagram', 'tiktok', 'threads']","['terima', 'kasih', 'abang', 'wahyu', 'mkb', 'bengkulu', 'beli', 'set', 'kaca', 'spion', 'aum', 'sl', 'cod', 'simpang', 'nakau', 'lanjut', 'terus', 'abang', 'facebook', 'instagram', 'tiktok', 'threads']",positive,terima kasih abang wahyu mkb bengkulu beli set kaca spion aum sl cod simpang nakau lanjut terus abang facebook instagram tiktok threads
