full_text,text_clean,token,text_normalized,stop,stemmed,polarity
@ridwanhr Wkwkwk embel-embel dengan sosial media harus terpisah dengan marketplace meanwhile Facebook dengan Fitur Jual beli nya,wkwkwk embelembel dengan sosial media harus terpisah dengan marketplace meanwhile facebook dengan fitur jual beli nya,"['wkwkwk', 'embelembel', 'dengan', 'sosial', 'media', 'harus', 'terpisah', 'dengan', 'marketplace', 'meanwhile', 'facebook', 'dengan', 'fitur', 'jual', 'beli', 'nya']",wkwkwk embelembel dengan sosial media harus terpisah dengan marketplace meanwhile facebook dengan fitur jual beli nya,"['wkwkwk', 'embelembel', 'sosial', 'media', 'terpisah', 'marketplace', 'meanwhile', 'facebook', 'fitur', 'jual', 'beli', 'nya']","['wkwkwk', 'embelembel', 'sosial', 'media', 'terpisah', 'marketplace', 'meanwhile', 'facebook', 'fitur', 'jual', 'beli', 'nya']",positive
@vzlf_ @KakaRossonerim8 @nordboii @txtdarionlshop Yg ga boleh e-commerce kalo marketplace kayanya boleh.. Jadi dilarang ada aktivitas transaksi jual-beli dari penyedia aplikasi hanya boleh beriklan &amp; pajang barang seperti Facebook gitu,yg ga boleh ecommerce kalo marketplace kayanya boleh jadi dilarang ada aktivitas transaksi jualbeli dari penyedia aplikasi hanya boleh beriklan amp pajang barang seperti facebook gitu,"['yg', 'ga', 'boleh', 'ecommerce', 'kalo', 'marketplace', 'kayanya', 'boleh', 'jadi', 'dilarang', 'ada', 'aktivitas', 'transaksi', 'jualbeli', 'dari', 'penyedia', 'aplikasi', 'hanya', 'boleh', 'beriklan', 'amp', 'pajang', 'barang', 'seperti', 'facebook', 'gitu']",yang tidak boleh ecommerce kalaupun marketplace sepertinya boleh jadi dilarang ada aktivitas transaksi jualbeli dari penyedia aplikasi hanya boleh beriklan amp pajang barang seperti facebook begitu,"['yg', 'ga', 'ecommerce', 'kalo', 'marketplace', 'kayanya', 'jadi', 'dilarang', 'aktivitas', 'transaksi', 'jualbeli', 'penyedia', 'aplikasi', 'beriklan', 'amp', 'pajang', 'barang', 'facebook', 'gitu']","['yg', 'ga', 'ecommerce', 'kalo', 'marketplace', 'kayanya', 'jadi', 'dilarang', 'aktivitas', 'transaksi', 'jualbeli', 'penyedia', 'aplikasi', 'beriklan', 'amp', 'pajang', 'barang', 'facebook', 'gitu']",negative
@harjonoabi @detikcom facebook (marketplace)juga boleh jualan mas tapi tidak menghimpun dana dari masyarakat melalui aksi jual beli. klu mau facebook buka pasti lebih rame dari tiktok karena rakyatnya lebih banyak.,facebook marketplacejuga boleh jualan mas tapi tidak menghimpun dana dari masyarakat melalui aksi jual beli klu mau facebook buka pasti lebih rame dari tiktok karena rakyatnya lebih banyak,"['facebook', 'marketplacejuga', 'boleh', 'jualan', 'mas', 'tapi', 'tidak', 'menghimpun', 'dana', 'dari', 'masyarakat', 'melalui', 'aksi', 'jual', 'beli', 'klu', 'mau', 'facebook', 'buka', 'pasti', 'lebih', 'rame', 'dari', 'tiktok', 'karena', 'rakyatnya', 'lebih', 'banyak']",facebook marketplacejuga boleh jualan mas tapi tidak menghimpun dana dari masyarakat melalui aksi jual beli kalau mau facebook buka pasti lebih ramai dari tiktok karena rakyatnya lebih banyak,"['facebook', 'marketplacejuga', 'jualan', 'mas', 'menghimpun', 'dana', 'masyarakat', 'melalui', 'aksi', 'jual', 'beli', 'klu', 'mau', 'facebook', 'buka', 'lebih', 'rame', 'tiktok', 'rakyatnya', 'lebih', 'banyak']","['facebook', 'marketplacejuga', 'jualan', 'mas', 'menghimpun', 'dana', 'masyarakat', 'melalui', 'aksi', 'jual', 'beli', 'klu', 'mau', 'facebook', 'buka', 'lebih', 'rame', 'tiktok', 'rakyatnya', 'lebih', 'banyak']",positive
@hanmula Facebook Marketplace emang ladang penipuan segitiga gini. Saya ngga tau ini bs diterpain di kasus jual barang HP atau kendaraan (yg banyak di FB) Kalo saya sebagai pedagang 1. Pastikan ke yg COD beli/jual kepada siapa? 2. Usahakan menerima/bayar cash (walau ini msh ada celah),facebook marketplace emang ladang penipuan segitiga gini saya ngga tau ini bs diterpain di kasus jual barang hp atau kendaraan yg banyak di fb kalo saya sebagai pedagang pastikan ke yg cod belijual kepada siapa usahakan menerimabayar cash walau ini msh ada celah,"['facebook', 'marketplace', 'emang', 'ladang', 'penipuan', 'segitiga', 'gini', 'saya', 'ngga', 'tau', 'ini', 'bs', 'diterpain', 'di', 'kasus', 'jual', 'barang', 'hp', 'atau', 'kendaraan', 'yg', 'banyak', 'di', 'fb', 'kalo', 'saya', 'sebagai', 'pedagang', 'pastikan', 'ke', 'yg', 'cod', 'belijual', 'kepada', 'siapa', 'usahakan', 'menerimabayar', 'cash', 'walau', 'ini', 'msh', 'ada', 'celah']",facebook marketplace memang ladang penipuan segitiga begini saya tidak tahu ini bisa diterpain di kasus jual barang hp atau kendaraan yang banyak di fb kalaupun saya sebagai pedagang pastikan ke yang cod belijual kepada siapa usahakan menerimabayar cash walau ini masih ada celah,"['facebook', 'marketplace', 'emang', 'ladang', 'penipuan', 'segitiga', 'gini', 'ngga', 'tau', 'bs', 'diterpain', 'kasus', 'jual', 'barang', 'hp', 'kendaraan', 'yg', 'banyak', 'fb', 'kalo', 'pedagang', 'pastikan', 'yg', 'cod', 'belijual', 'siapa', 'usahakan', 'menerimabayar', 'cash', 'msh', 'celah']","['facebook', 'marketplace', 'emang', 'ladang', 'penipuan', 'segitiga', 'gini', 'ngga', 'tau', 'bs', 'diterpain', 'kasus', 'jual', 'barang', 'hp', 'kendaraan', 'yg', 'banyak', 'fb', 'kalo', 'pedagang', 'pastikan', 'yg', 'cod', 'belijual', 'siapa', 'usahakan', 'menerimabayar', 'cash', 'msh', 'celah']",negative
@PNS_Garis_Lucu Masih pantau marketplace facebook dan beberapa grup jual beli kadang banyak barang oke harga ajaib.,masih pantau marketplace facebook dan beberapa grup jual beli kadang banyak barang oke harga ajaib,"['masih', 'pantau', 'marketplace', 'facebook', 'dan', 'beberapa', 'grup', 'jual', 'beli', 'kadang', 'banyak', 'barang', 'oke', 'harga', 'ajaib']",masih pantau marketplace facebook dan beberapa grup jual beli kadang banyak barang oke harga ajaib,"['pantau', 'marketplace', 'facebook', 'beberapa', 'grup', 'jual', 'beli', 'kadang', 'banyak', 'barang', 'oke', 'harga', 'ajaib']","['pantau', 'marketplace', 'facebook', 'beberapa', 'grup', 'jual', 'beli', 'kadang', 'banyak', 'barang', 'oke', 'harga', 'ajaib']",positive
@KompasTV Facebook ada fitur marketplace Kaskus ada forum jual beli Twitter ada avkor yang kena tipu tiap minggu. Mengapa TikTok Shop bermasalah?,facebook ada fitur marketplace kaskus ada forum jual beli twitter ada avkor yang kena tipu tiap minggu mengapa tiktok shop bermasalah,"['facebook', 'ada', 'fitur', 'marketplace', 'kaskus', 'ada', 'forum', 'jual', 'beli', 'twitter', 'ada', 'avkor', 'yang', 'kena', 'tipu', 'tiap', 'minggu', 'mengapa', 'tiktok', 'shop', 'bermasalah']",facebook ada fitur marketplace kaskus ada forum jual beli twitter ada avkor yang kena tipu setiap minggu mengapa tiktok shop bermasalah,"['facebook', 'fitur', 'marketplace', 'kaskus', 'forum', 'jual', 'beli', 'twitter', 'avkor', 'kena', 'tipu', 'tiap', 'minggu', 'tiktok', 'shop', 'bermasalah']","['facebook', 'fitur', 'marketplace', 'kaskus', 'forum', 'jual', 'beli', 'twitter', 'avkor', 'kena', 'tipu', 'tiap', 'minggu', 'tiktok', 'shop', 'bermasalah']",negative
Salah satu alasan kenapa masih suka buka marketplace atau grup jual beli facebook https://t.co/Z0epwthwRc,salah satu alasan kenapa masih suka buka marketplace atau grup jual beli facebook,"['salah', 'satu', 'alasan', 'kenapa', 'masih', 'suka', 'buka', 'marketplace', 'atau', 'grup', 'jual', 'beli', 'facebook']",salah satu alasan kenapa masih suka buka marketplace atau grup jual beli facebook,"['salah', 'satu', 'alasan', 'suka', 'buka', 'marketplace', 'grup', 'jual', 'beli', 'facebook']","['salah', 'satu', 'alasan', 'suka', 'buka', 'marketplace', 'grup', 'jual', 'beli', 'facebook']",positive
IRT Jadi Korban Penipuan Jual Beli Mobil di Marketplace Facebook https://t.co/uKBQoWcCpQ,irt jadi korban penipuan jual beli mobil di marketplace facebook,"['irt', 'jadi', 'korban', 'penipuan', 'jual', 'beli', 'mobil', 'di', 'marketplace', 'facebook']",irt jadi korban penipuan jual beli mobil di marketplace facebook,"['irt', 'jadi', 'korban', 'penipuan', 'jual', 'beli', 'mobil', 'marketplace', 'facebook']","['irt', 'jadi', 'korban', 'penipuan', 'jual', 'beli', 'mobil', 'marketplace', 'facebook']",negative
@ketololan_tolol Ada-ada aja ya cerita jual beli barang di marketplace Facebook Yg nipu lah Yg batalin seenaknya transaksi COD lah padahal si seller udah sampai di lokasi. Mending kalo deket ini di atas 5km Yg jual barang punya orang lain padahal dia minjem,adaada aja ya cerita jual beli barang di marketplace facebook yg nipu lah yg batalin seenaknya transaksi cod lah padahal si seller udah sampai di lokasi mending kalo deket ini di atas km yg jual barang punya orang lain padahal dia minjem,"['adaada', 'aja', 'ya', 'cerita', 'jual', 'beli', 'barang', 'di', 'marketplace', 'facebook', 'yg', 'nipu', 'lah', 'yg', 'batalin', 'seenaknya', 'transaksi', 'cod', 'lah', 'padahal', 'si', 'seller', 'udah', 'sampai', 'di', 'lokasi', 'mending', 'kalo', 'deket', 'ini', 'di', 'atas', 'km', 'yg', 'jual', 'barang', 'punya', 'orang', 'lain', 'padahal', 'dia', 'minjem']",adaada saja ya cerita jual beli barang di marketplace facebook yang nipu lah yang batalin seenaknya transaksi cod lah padahal si seller sudah sampai di lokasi mending kalaupun dekat ini di atas kamu yang jual barang punya orang lain padahal dia minjam,"['adaada', 'aja', 'cerita', 'jual', 'beli', 'barang', 'marketplace', 'facebook', 'yg', 'nipu', 'lah', 'yg', 'batalin', 'seenaknya', 'transaksi', 'cod', 'lah', 'padahal', 'si', 'seller', 'udah', 'lokasi', 'mending', 'kalo', 'deket', 'atas', 'km', 'yg', 'jual', 'barang', 'punya', 'orang', 'padahal', 'minjem']","['adaada', 'aja', 'cerita', 'jual', 'beli', 'barang', 'marketplace', 'facebook', 'yg', 'nipu', 'lah', 'yg', 'batalin', 'seenaknya', 'transaksi', 'cod', 'lah', 'padahal', 'si', 'seller', 'udah', 'lokasi', 'mending', 'kalo', 'deket', 'atas', 'km', 'yg', 'jual', 'barang', 'punya', 'orang', 'padahal', 'minjem']",negative
Yang jual akun facebook dan bisa posting di marketplace yuk merapat aku mau beli #zonauang #zonauangᅠᅠ #zonauang️,yang jual akun facebook dan bisa posting di marketplace yuk merapat aku mau beli,"['yang', 'jual', 'akun', 'facebook', 'dan', 'bisa', 'posting', 'di', 'marketplace', 'yuk', 'merapat', 'aku', 'mau', 'beli']",yang jual akun facebook dan bisa posting di marketplace yuk merapat saya mau beli,"['jual', 'akun', 'facebook', 'posting', 'marketplace', 'yuk', 'merapat', 'aku', 'mau', 'beli']","['jual', 'akun', 'facebook', 'posting', 'marketplace', 'yuk', 'merapat', 'aku', 'mau', 'beli']",positive
kronologi nya gini temen temen. hari ini saya jual akun steam saya via marketplace facebook. nah ada tuh yang beli cuma nanya boleh di ujicoba gak? nah saya pikir kan email steam saya kan pakai 2FA. saya kasihken aja. nah rupanya bisa itu di rubah.,kronologi nya gini temen temen hari ini saya jual akun steam saya via marketplace facebook nah ada tuh yang beli cuma nanya boleh di ujicoba gak nah saya pikir kan email steam saya kan pakai fa saya kasihken aja nah rupanya bisa itu di rubah,"['kronologi', 'nya', 'gini', 'temen', 'temen', 'hari', 'ini', 'saya', 'jual', 'akun', 'steam', 'saya', 'via', 'marketplace', 'facebook', 'nah', 'ada', 'tuh', 'yang', 'beli', 'cuma', 'nanya', 'boleh', 'di', 'ujicoba', 'gak', 'nah', 'saya', 'pikir', 'kan', 'email', 'steam', 'saya', 'kan', 'pakai', 'fa', 'saya', 'kasihken', 'aja', 'nah', 'rupanya', 'bisa', 'itu', 'di', 'rubah']",kronologi nya begini teman teman hari ini saya jual akun steam saya via marketplace facebook nah ada  itu yang beli hanya nanya boleh di ujicoba tidak nah saya pikir kan email steam saya kan pakai fa saya kasihken saja nah rupanya bisa itu di rubah,"['kronologi', 'nya', 'gini', 'temen', 'temen', 'hari', 'jual', 'akun', 'steam', 'via', 'marketplace', 'facebook', 'nah', 'tuh', 'beli', 'cuma', 'nanya', 'ujicoba', 'gak', 'nah', 'pikir', 'kan', 'email', 'steam', 'kan', 'pakai', 'fa', 'kasihken', 'aja', 'nah', 'rupanya', 'rubah']","['kronologi', 'nya', 'gini', 'temen', 'temen', 'hari', 'jual', 'akun', 'steam', 'via', 'marketplace', 'facebook', 'nah', 'tuh', 'beli', 'cuma', 'nanya', 'ujicoba', 'gak', 'nah', 'pikir', 'kan', 'email', 'steam', 'kan', 'pakai', 'fa', 'kasihken', 'aja', 'nah', 'rupanya', 'rubah']",negative
@Fliroty Di pasar ada deh biasanya atau cari di marketplace/grup jual beli di Facebook. Aku pernah melihara tapi males karna pupnya bau comberan+gada akhlak. Akhirnya dimasak aja,di pasar ada deh biasanya atau cari di marketplacegrup jual beli di facebook aku pernah melihara tapi males karna pupnya bau comberangada akhlak akhirnya dimasak aja,"['di', 'pasar', 'ada', 'deh', 'biasanya', 'atau', 'cari', 'di', 'marketplacegrup', 'jual', 'beli', 'di', 'facebook', 'aku', 'pernah', 'melihara', 'tapi', 'males', 'karna', 'pupnya', 'bau', 'comberangada', 'akhlak', 'akhirnya', 'dimasak', 'aja']",di pasar ada deh biasanya atau cari di marketplacegrup jual beli di facebook saya pernah melihara tapi malas  karena pupnya bau comberangada akhlak akhirnya dimasak saja,"['pasar', 'deh', 'biasanya', 'cari', 'marketplacegrup', 'jual', 'beli', 'facebook', 'aku', 'pernah', 'melihara', 'males', 'karna', 'pupnya', 'bau', 'comberangada', 'akhlak', 'akhirnya', 'dimasak', 'aja']","['pasar', 'deh', 'biasanya', 'cari', 'marketplacegrup', 'jual', 'beli', 'facebook', 'aku', 'pernah', 'melihara', 'males', 'karna', 'pupnya', 'bau', 'comberangada', 'akhlak', 'akhirnya', 'dimasak', 'aja']",negative
Hiruka ini contact Marketplace Facebook aku terus minta ke chat di whatsapp. Oke ku kasih. Hiruka ini dia minta segala detail foto dll. Ku kasih juga. Yaa pada umumnya orng jual beli aja. Akhirnya deal di harga 6.7jt dan akhirnya memutuskan untuk COD di Palm Spring Batam. https://t.co/qTcEuYVi75,hiruka ini contact marketplace facebook aku terus minta ke chat di whatsapp oke ku kasih hiruka ini dia minta segala detail foto dll ku kasih juga yaa pada umumnya orng jual beli aja akhirnya deal di harga jt dan akhirnya memutuskan untuk cod di palm spring batam,"['hiruka', 'ini', 'contact', 'marketplace', 'facebook', 'aku', 'terus', 'minta', 'ke', 'chat', 'di', 'whatsapp', 'oke', 'ku', 'kasih', 'hiruka', 'ini', 'dia', 'minta', 'segala', 'detail', 'foto', 'dll', 'ku', 'kasih', 'juga', 'yaa', 'pada', 'umumnya', 'orng', 'jual', 'beli', 'aja', 'akhirnya', 'deal', 'di', 'harga', 'jt', 'dan', 'akhirnya', 'memutuskan', 'untuk', 'cod', 'di', 'palm', 'spring', 'batam']",hiruka ini contact marketplace facebook saya terus minta ke chat di whatsapp oke ku kasih hiruka ini dia minta segala detail foto dan lain-lain ku kasih juga ya pada umumnya orang jual beli saja akhirnya deal di harga juta dan akhirnya memutuskan untuk cod di palm spring batam,"['hiruka', 'contact', 'marketplace', 'facebook', 'aku', 'terus', 'minta', 'chat', 'whatsapp', 'oke', 'ku', 'kasih', 'hiruka', 'minta', 'segala', 'detail', 'foto', 'ku', 'kasih', 'yaa', 'umumnya', 'orng', 'jual', 'beli', 'aja', 'akhirnya', 'deal', 'harga', 'jt', 'akhirnya', 'memutuskan', 'cod', 'palm', 'spring', 'batam']","['hiruka', 'contact', 'marketplace', 'facebook', 'aku', 'terus', 'minta', 'chat', 'whatsapp', 'oke', 'ku', 'kasih', 'hiruka', 'minta', 'segala', 'detail', 'foto', 'ku', 'kasih', 'yaa', 'umumnya', 'orng', 'jual', 'beli', 'aja', 'akhirnya', 'deal', 'harga', 'jt', 'akhirnya', 'memutuskan', 'cod', 'palm', 'spring', 'batam']",positive
Facebook Messenger jadi rame gara-gara ane jualan di grup-grup jual-beli dan marketplace Facebook.,facebook messenger jadi rame garagara ane jualan di grupgrup jualbeli dan marketplace facebook,"['facebook', 'messenger', 'jadi', 'rame', 'garagara', 'ane', 'jualan', 'di', 'grupgrup', 'jualbeli', 'dan', 'marketplace', 'facebook']",facebook messenger jadi ramai garagara saya jualan di grupgrup jualbeli dan marketplace facebook,"['facebook', 'messenger', 'jadi', 'rame', 'garagara', 'ane', 'jualan', 'grupgrup', 'jualbeli', 'marketplace', 'facebook']","['facebook', 'messenger', 'jadi', 'rame', 'garagara', 'ane', 'jualan', 'grupgrup', 'jualbeli', 'marketplace', 'facebook']",positive
Ak jual sepeda statis krn bingung bgt pindahinnya apalagi di kosan yakan Ak jual di marketplace facebook yg nego pada gapunya otak anjir Beli juni 2023 skrg aja masih juli:) Dari 1 1jt negonya 300k kan sinting ya,ak jual sepeda statis krn bingung bgt pindahinnya apalagi di kosan yakan ak jual di marketplace facebook yg nego pada gapunya otak anjir beli juni skrg aja masih juli dari jt negonya kan sinting ya,"['ak', 'jual', 'sepeda', 'statis', 'krn', 'bingung', 'bgt', 'pindahinnya', 'apalagi', 'di', 'kosan', 'yakan', 'ak', 'jual', 'di', 'marketplace', 'facebook', 'yg', 'nego', 'pada', 'gapunya', 'otak', 'anjir', 'beli', 'juni', 'skrg', 'aja', 'masih', 'juli', 'dari', 'jt', 'negonya', 'kan', 'sinting', 'ya']",ak jual sepeda statis karena  bingung begitu pindahinnya apalagi di kosan yakan ak jual di marketplace facebook yang nego pada gapunya otak anjir beli juni sekarang saja masih juli dari juta negonya kan gila ya,"['ak', 'jual', 'sepeda', 'statis', 'krn', 'bingung', 'bgt', 'pindahinnya', 'kosan', 'yakan', 'ak', 'jual', 'marketplace', 'facebook', 'yg', 'nego', 'gapunya', 'otak', 'anjir', 'beli', 'juni', 'skrg', 'aja', 'juli', 'jt', 'negonya', 'kan', 'sinting']","['ak', 'jual', 'sepeda', 'statis', 'krn', 'bingung', 'bgt', 'pindahinnya', 'kosan', 'yakan', 'ak', 'jual', 'marketplace', 'facebook', 'yg', 'nego', 'gapunya', 'otak', 'anjir', 'beli', 'juni', 'skrg', 'aja', 'juli', 'jt', 'negonya', 'kan', 'sinting']",positive
Pdhl gada minusnya samsek. Akhirnya gimana? Ya aku obral dgn harga standar kek yg org jual di Tiktok dsbg aku upload di marketplace Facebook. Iya ada yang nanyain berapa domisili mana. Beli? Enggak juga. So aku udh hopeless banget semua cara udh aku coba.,pdhl gada minusnya samsek akhirnya gimana ya aku obral dgn harga standar kek yg org jual di tiktok dsbg aku upload di marketplace facebook iya ada yang nanyain berapa domisili mana beli enggak juga so aku udh hopeless banget semua cara udh aku coba,"['pdhl', 'gada', 'minusnya', 'samsek', 'akhirnya', 'gimana', 'ya', 'aku', 'obral', 'dgn', 'harga', 'standar', 'kek', 'yg', 'org', 'jual', 'di', 'tiktok', 'dsbg', 'aku', 'upload', 'di', 'marketplace', 'facebook', 'iya', 'ada', 'yang', 'nanyain', 'berapa', 'domisili', 'mana', 'beli', 'enggak', 'juga', 'so', 'aku', 'udh', 'hopeless', 'banget', 'semua', 'cara', 'udh', 'aku', 'coba']",padahal tidak ada minusnya samsek akhirnya bagaimana ya saya obral dengan harga standar seperti yang orang jual di tiktok dsbg saya upload di marketplace facebook iya ada yang nanyain berapa domisili mana beli tidak juga so saya sudah putus asa banget semua cara sudah saya coba,"['pdhl', 'gada', 'minusnya', 'samsek', 'akhirnya', 'gimana', 'aku', 'obral', 'dgn', 'harga', 'standar', 'kek', 'yg', 'org', 'jual', 'tiktok', 'dsbg', 'aku', 'upload', 'marketplace', 'facebook', 'iya', 'nanyain', 'berapa', 'domisili', 'mana', 'beli', 'enggak', 'so', 'aku', 'udh', 'hopeless', 'banget', 'semua', 'cara', 'udh', 'aku', 'coba']","['pdhl', 'gada', 'minusnya', 'samsek', 'akhirnya', 'gimana', 'aku', 'obral', 'dgn', 'harga', 'standar', 'kek', 'yg', 'org', 'jual', 'tiktok', 'dsbg', 'aku', 'upload', 'marketplace', 'facebook', 'iya', 'nanyain', 'berapa', 'domisili', 'mana', 'beli', 'enggak', 'so', 'aku', 'udh', 'hopeless', 'banget', 'semua', 'cara', 'udh', 'aku', 'coba']",negative
@nisynwafer Hal pertama yg harus di siapkan adalah mental dan modal. Sudah pasti iphone kita bakal dihargai lebih murah (anjlok) daripada dijual sendiri pelan2 lewat marketplace / grup2 jual beli ip di facebook. Pokoknya ga bole sakit hati dihargai brp iphone kita di iBox ,hal pertama yg harus di siapkan adalah mental dan modal sudah pasti iphone kita bakal dihargai lebih murah anjlok daripada dijual sendiri pelan lewat marketplace grup jual beli ip di facebook pokoknya ga bole sakit hati dihargai brp iphone kita di ibox,"['hal', 'pertama', 'yg', 'harus', 'di', 'siapkan', 'adalah', 'mental', 'dan', 'modal', 'sudah', 'pasti', 'iphone', 'kita', 'bakal', 'dihargai', 'lebih', 'murah', 'anjlok', 'daripada', 'dijual', 'sendiri', 'pelan', 'lewat', 'marketplace', 'grup', 'jual', 'beli', 'ip', 'di', 'facebook', 'pokoknya', 'ga', 'bole', 'sakit', 'hati', 'dihargai', 'brp', 'iphone', 'kita', 'di', 'ibox']",hal pertama yang harus di siapkan adalah mental dan modal sudah pasti iphone kita bakal dihargai lebih murah anjlok daripada dijual sendiri pelan lewat marketplace grup jual beli ip di facebook pokoknya tidak bole sakit hati dihargai berapa iphone kita di ibox,"['pertama', 'yg', 'siapkan', 'mental', 'modal', 'iphone', 'bakal', 'dihargai', 'lebih', 'murah', 'anjlok', 'dijual', 'sendiri', 'pelan', 'lewat', 'marketplace', 'grup', 'jual', 'beli', 'ip', 'facebook', 'pokoknya', 'ga', 'bole', 'sakit', 'hati', 'dihargai', 'brp', 'iphone', 'ibox']","['pertama', 'yg', 'siapkan', 'mental', 'modal', 'iphone', 'bakal', 'dihargai', 'lebih', 'murah', 'anjlok', 'dijual', 'sendiri', 'pelan', 'lewat', 'marketplace', 'grup', 'jual', 'beli', 'ip', 'facebook', 'pokoknya', 'ga', 'bole', 'sakit', 'hati', 'dihargai', 'brp', 'iphone', 'ibox']",negative
@adaadaajayaa @cwouette @tanyarlfes Di marketplace biasanya di grup jual beli facebook murah2 kak ,di marketplace biasanya di grup jual beli facebook murah kak,"['di', 'marketplace', 'biasanya', 'di', 'grup', 'jual', 'beli', 'facebook', 'murah', 'kak']",di marketplace biasanya di grup jual beli facebook murah kak,"['marketplace', 'biasanya', 'grup', 'jual', 'beli', 'facebook', 'murah', 'kak']","['marketplace', 'biasanya', 'grup', 'jual', 'beli', 'facebook', 'murah', 'kak']",positive
@efenerr Marketplace facebook nih surga nya jual beli sih. Apalagi yang jual BU dinego pun masih dikasih ,marketplace facebook nih surga nya jual beli sih apalagi yang jual bu dinego pun masih dikasih,"['marketplace', 'facebook', 'nih', 'surga', 'nya', 'jual', 'beli', 'sih', 'apalagi', 'yang', 'jual', 'bu', 'dinego', 'pun', 'masih', 'dikasih']",marketplace facebook ini surga nya jual beli sih apalagi yang jual bu dinego pun masih dikasih,"['marketplace', 'facebook', 'nih', 'surga', 'nya', 'jual', 'beli', 'sih', 'jual', 'bu', 'dinego', 'dikasih']","['marketplace', 'facebook', 'nih', 'surga', 'nya', 'jual', 'beli', 'sih', 'jual', 'bu', 'dinego', 'dikasih']",positive
Facebook selalu menemukan cara untuk bertahan. Saya jual kendaraan sofa atau apapun kalau mau cepat ya di FB Marketplace ini. Gratis Cepat dapet tanggapan dari calon pembeli Cepat terjual Harga Oke Pun sama ketika beli barang bekas/baru,facebook selalu menemukan cara untuk bertahan saya jual kendaraan sofa atau apapun kalau mau cepat ya di fb marketplace ini gratis cepat dapet tanggapan dari calon pembeli cepat terjual harga oke pun sama ketika beli barang bekasbaru,"['facebook', 'selalu', 'menemukan', 'cara', 'untuk', 'bertahan', 'saya', 'jual', 'kendaraan', 'sofa', 'atau', 'apapun', 'kalau', 'mau', 'cepat', 'ya', 'di', 'fb', 'marketplace', 'ini', 'gratis', 'cepat', 'dapet', 'tanggapan', 'dari', 'calon', 'pembeli', 'cepat', 'terjual', 'harga', 'oke', 'pun', 'sama', 'ketika', 'beli', 'barang', 'bekasbaru']",facebook selalu menemukan cara untuk bertahan saya jual kendaraan sofa atau apapun kalau mau cepat ya di fb marketplace ini gratis cepat dapat tanggapan dari calon pembeli cepat terjual harga oke pun sama ketika beli barang bekasbaru,"['facebook', 'selalu', 'menemukan', 'cara', 'bertahan', 'jual', 'kendaraan', 'sofa', 'apapun', 'kalau', 'mau', 'cepat', 'fb', 'marketplace', 'gratis', 'cepat', 'dapet', 'tanggapan', 'calon', 'pembeli', 'cepat', 'terjual', 'harga', 'oke', 'sama', 'beli', 'barang', 'bekasbaru']","['facebook', 'selalu', 'menemukan', 'cara', 'bertahan', 'jual', 'kendaraan', 'sofa', 'apapun', 'kalau', 'mau', 'cepat', 'fb', 'marketplace', 'gratis', 'cepat', 'dapet', 'tanggapan', 'calon', 'pembeli', 'cepat', 'terjual', 'harga', 'oke', 'sama', 'beli', 'barang', 'bekasbaru']",positive
Foto ae mas upload nang marketplace facebook opo grub jual beli mobil bekas,foto ae mas upload nang marketplace facebook opo grub jual beli mobil bekas,"['foto', 'ae', 'mas', 'upload', 'nang', 'marketplace', 'facebook', 'opo', 'grub', 'jual', 'beli', 'mobil', 'bekas']",foto ae mas upload nang marketplace facebook apa grub jual beli mobil bekas,"['foto', 'ae', 'mas', 'upload', 'nang', 'marketplace', 'facebook', 'opo', 'grub', 'jual', 'beli', 'mobil', 'bekas']","['foto', 'ae', 'mas', 'upload', 'nang', 'marketplace', 'facebook', 'opo', 'grub', 'jual', 'beli', 'mobil', 'bekas']",positive
pokonya jual beli barang apapun tuh skrg gampang bgttt aku menyesal baru pake marketplace facebook hhh.,pokonya jual beli barang apapun tuh skrg gampang bgttt aku menyesal baru pake marketplace facebook hhh,"['pokonya', 'jual', 'beli', 'barang', 'apapun', 'tuh', 'skrg', 'gampang', 'bgttt', 'aku', 'menyesal', 'baru', 'pake', 'marketplace', 'facebook', 'hhh']",pokonya jual beli barang apapun  itu sekarang gampang bgttt saya menyesal baru pakai marketplace facebook hhh,"['pokonya', 'jual', 'beli', 'barang', 'apapun', 'tuh', 'skrg', 'gampang', 'bgttt', 'aku', 'menyesal', 'baru', 'pake', 'marketplace', 'facebook', 'hhh']","['pokonya', 'jual', 'beli', 'barang', 'apapun', 'tuh', 'skrg', 'gampang', 'bgttt', 'aku', 'menyesal', 'baru', 'pake', 'marketplace', 'facebook', 'hhh']",positive
jual beli di marketplace facebook lebih cepet laku si tp sumpah yg nawar pd nyebelin2 bgt,jual beli di marketplace facebook lebih cepet laku si tp sumpah yg nawar pd nyebelin bgt,"['jual', 'beli', 'di', 'marketplace', 'facebook', 'lebih', 'cepet', 'laku', 'si', 'tp', 'sumpah', 'yg', 'nawar', 'pd', 'nyebelin', 'bgt']",jual beli di marketplace facebook lebih cepat laku si tapi sumpah yang nawar pada nyebelin begitu,"['jual', 'beli', 'marketplace', 'facebook', 'lebih', 'cepet', 'laku', 'si', 'tp', 'sumpah', 'yg', 'nawar', 'pd', 'nyebelin', 'bgt']","['jual', 'beli', 'marketplace', 'facebook', 'lebih', 'cepet', 'laku', 'si', 'tp', 'sumpah', 'yg', 'nawar', 'pd', 'nyebelin', 'bgt']",positive
